id,noise_type,sim_clean_noisy,sim_clean_corrected,delta_sim,chrf_clean_noisy,chrf_clean_corrected,delta_chrf
nc_148,missing_punctuation,0.9811,0.9811,0.0,0.9332,0.9332,0.0
nc_149,merged_words,0.9811,0.9811,0.0,0.9332,0.9332,0.0
nc_150,split_words,1.0,1.0,0.0,1.0,1.0,0.0
nc_151,spelling_variation,0.9623,0.9623,0.0,0.8623,0.8623,0.0
nc_152,dropped_function_words,0.9434,0.9434,0.0,0.9174,0.9174,0.0
nc_153,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_154,mixed_noise,0.9811,0.9811,0.0,0.9332,0.9332,0.0
nc_155,missing_punctuation,0.9836,0.9836,0.0,0.9863,0.9863,0.0
nc_156,merged_words,0.9836,0.9836,0.0,0.9425,0.9425,0.0
nc_157,split_words,0.9839,0.9839,0.0,0.9707,0.9707,0.0
nc_158,spelling_variation,0.9672,0.9672,0.0,0.9139,0.9139,0.0
nc_159,dropped_function_words,0.8197,0.8197,0.0,0.7523,0.7523,0.0
nc_160,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_161,mixed_noise,0.9344,0.9344,0.0,0.7828,0.7828,0.0
nc_162,missing_punctuation,0.9643,0.9643,0.0,0.9217,0.9217,0.0
nc_163,merged_words,0.9821,0.9821,0.0,0.937,0.937,0.0
nc_164,split_words,0.9825,0.9825,0.0,0.9487,0.9487,0.0
nc_165,spelling_variation,0.9464,0.9464,0.0,0.8542,0.8542,0.0
nc_166,dropped_function_words,0.9464,0.9464,0.0,0.9221,0.9221,0.0
nc_167,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_168,mixed_noise,0.9286,0.9286,0.0,0.9067,0.9067,0.0
nc_169,missing_punctuation,0.9767,0.9767,0.0,0.9801,0.9801,0.0
nc_170,merged_words,0.9535,0.9535,0.0,0.8315,0.8315,0.0
nc_171,split_words,0.9556,0.9556,0.0,0.8642,0.8642,0.0
nc_172,spelling_variation,0.9767,0.9767,0.0,0.9162,0.9162,0.0
nc_173,dropped_function_words,0.8605,0.8605,0.0,0.7894,0.7894,0.0
nc_174,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_175,mixed_noise,0.7209,0.7209,0.0,0.6744,0.6744,0.0
nc_176,missing_punctuation,0.92,0.92,0.0,0.8073,0.8073,0.0
nc_177,merged_words,0.96,0.96,0.0,0.8701,0.8701,0.0
nc_178,split_words,0.9615,0.9615,0.0,0.899,0.899,0.0
nc_179,spelling_variation,0.92,0.92,0.0,0.8859,0.8859,0.0
nc_180,dropped_function_words,0.84,0.84,0.0,0.7689,0.7689,0.0
nc_181,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_182,mixed_noise,0.92,0.92,0.0,0.8073,0.8073,0.0
nc_183,missing_punctuation,0.9787,0.9787,0.0,0.9819,0.9819,0.0
nc_184,merged_words,0.9574,0.9574,0.0,0.8471,0.8471,0.0
nc_185,split_words,0.9792,0.9792,0.0,0.9498,0.9498,0.0
nc_186,spelling_variation,0.9787,0.9787,0.0,0.9239,0.9239,0.0
nc_187,dropped_function_words,0.9574,0.9574,0.0,0.9245,0.9245,0.0
nc_188,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_189,mixed_noise,0.9792,0.9792,0.0,0.938,0.938,0.0
nc_190,missing_punctuation,0.871,0.871,0.0,0.7032,0.7032,0.0
nc_191,merged_words,0.9677,0.9677,0.0,0.8793,0.8793,0.0
nc_192,split_words,0.9688,0.9688,0.0,0.9209,0.9209,0.0
nc_193,spelling_variation,0.9032,0.9032,0.0,0.746,0.746,0.0
nc_194,dropped_function_words,1.0,1.0,0.0,1.0,1.0,0.0
nc_195,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_196,mixed_noise,0.8438,0.8438,0.0,0.6765,0.6765,0.0
nc_197,missing_punctuation,0.9804,0.9804,0.0,0.9834,0.9834,0.0
nc_198,merged_words,0.9608,0.9608,0.0,0.8601,0.8601,0.0
nc_199,split_words,0.9808,0.9808,0.0,0.9433,0.9433,0.0
nc_200,spelling_variation,0.9804,0.9804,0.0,0.9265,0.9265,0.0
nc_201,dropped_function_words,0.7647,0.7647,0.0,0.7167,0.7167,0.0
nc_202,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_203,mixed_noise,0.9608,0.9608,0.0,0.9134,0.9134,0.0
nc_204,missing_punctuation,0.9861,0.9861,0.0,0.9884,0.9884,0.0
nc_205,merged_words,0.9722,0.9722,0.0,0.9032,0.9032,0.0
nc_206,split_words,0.96,0.96,0.0,0.89,0.89,0.0
nc_207,spelling_variation,1.0,1.0,0.0,1.0,1.0,0.0
nc_208,dropped_function_words,0.9028,0.9028,0.0,0.8927,0.8927,0.0
nc_209,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_210,mixed_noise,0.8472,0.8472,0.0,0.8438,0.8438,0.0
nc_211,missing_punctuation,0.94,0.94,0.0,0.8431,0.8431,0.0
nc_212,merged_words,0.98,0.98,0.0,0.9288,0.9288,0.0
nc_213,split_words,0.9615,0.9615,0.0,0.8882,0.8882,0.0
nc_214,spelling_variation,0.94,0.94,0.0,0.839,0.839,0.0
nc_215,dropped_function_words,1.0,1.0,0.0,1.0,1.0,0.0
nc_216,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_217,mixed_noise,0.9,0.9,0.0,0.7607,0.7607,0.0
nc_218,missing_punctuation,0.9818,0.9818,0.0,0.9847,0.9847,0.0
nc_219,merged_words,0.9818,0.9818,0.0,0.9358,0.9358,0.0
nc_220,split_words,0.9821,0.9821,0.0,0.9477,0.9477,0.0
nc_221,spelling_variation,0.9636,0.9636,0.0,0.9192,0.9192,0.0
nc_222,dropped_function_words,0.8909,0.8909,0.0,0.8729,0.8729,0.0
nc_223,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_224,mixed_noise,0.9455,0.9455,0.0,0.8814,0.8814,0.0
nc_225,missing_punctuation,0.9841,0.9841,0.0,0.9867,0.9867,0.0
nc_226,merged_words,0.9683,0.9683,0.0,0.8971,0.8971,0.0
nc_227,split_words,0.9692,0.9692,0.0,0.9125,0.9125,0.0
nc_228,spelling_variation,0.9524,0.9524,0.0,0.8742,0.8742,0.0
nc_229,dropped_function_words,0.8254,0.8254,0.0,0.7902,0.7902,0.0
nc_230,number_format_noise,0.9683,0.9683,0.0,0.9309,0.9309,0.0
nc_231,mixed_noise,0.9844,0.9844,0.0,0.9547,0.9547,0.0
nc_232,missing_punctuation,0.9825,0.9825,0.0,0.9853,0.9853,0.0
nc_233,merged_words,0.9649,0.9649,0.0,0.8791,0.8791,0.0
nc_234,split_words,0.9828,0.9828,0.0,0.9496,0.9496,0.0
nc_235,spelling_variation,0.9298,0.9298,0.0,0.8231,0.8231,0.0
nc_236,dropped_function_words,0.8246,0.8246,0.0,0.7821,0.7821,0.0
nc_237,number_format_noise,0.9474,0.9474,0.0,0.9398,0.9398,0.0
nc_238,mixed_noise,0.9474,0.9474,0.0,0.8285,0.8285,0.0
nc_239,missing_punctuation,0.9818,0.9818,0.0,0.9847,0.9847,0.0
nc_240,merged_words,0.9818,0.9818,0.0,0.9358,0.9358,0.0
nc_241,split_words,0.9649,0.9649,0.0,0.899,0.899,0.0
nc_242,spelling_variation,0.9636,0.9636,0.0,0.9225,0.9225,0.0
nc_243,dropped_function_words,1.0,1.0,0.0,1.0,1.0,0.0
nc_244,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_245,mixed_noise,0.9818,0.9818,0.0,0.9358,0.9358,0.0
nc_246,missing_punctuation,0.9853,0.9853,0.0,0.9877,0.9877,0.0
nc_247,merged_words,0.9706,0.9706,0.0,0.9051,0.9051,0.0
nc_248,split_words,0.9714,0.9714,0.0,0.9167,0.9167,0.0
nc_249,spelling_variation,0.9706,0.9706,0.0,0.8972,0.8972,0.0
nc_250,dropped_function_words,0.9412,0.9412,0.0,0.9505,0.9505,0.0
nc_251,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_252,mixed_noise,0.8676,0.8676,0.0,0.7934,0.7934,0.0
nc_253,missing_punctuation,0.9828,0.9828,0.0,0.9855,0.9855,0.0
nc_254,merged_words,0.9828,0.9828,0.0,0.9393,0.9393,0.0
nc_255,split_words,0.9508,0.9508,0.0,0.862,0.862,0.0
nc_256,spelling_variation,0.9828,0.9828,0.0,0.9393,0.9393,0.0
nc_257,dropped_function_words,0.8621,0.8621,0.0,0.8175,0.8175,0.0
nc_258,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_259,mixed_noise,0.8793,0.8793,0.0,0.7832,0.7832,0.0
nc_260,missing_punctuation,0.9524,0.9524,0.0,0.893,0.893,0.0
nc_261,merged_words,0.9762,0.9762,0.0,0.914,0.914,0.0
nc_262,split_words,0.9767,0.9767,0.0,0.93,0.93,0.0
nc_263,spelling_variation,0.9762,0.9762,0.0,0.914,0.914,0.0
nc_264,dropped_function_words,0.8571,0.8571,0.0,0.8291,0.8291,0.0
nc_265,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_266,mixed_noise,0.881,0.881,0.0,0.7787,0.7787,0.0
nc_267,missing_punctuation,0.9706,0.9706,0.0,0.9363,0.9363,0.0
nc_268,merged_words,0.9706,0.9706,0.0,0.8972,0.8972,0.0
nc_269,split_words,0.9855,0.9855,0.0,0.9582,0.9582,0.0
nc_270,spelling_variation,0.9265,0.9265,0.0,0.7856,0.7856,0.0
nc_271,dropped_function_words,0.9559,0.9559,0.0,0.9471,0.9471,0.0
nc_272,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_273,mixed_noise,0.9559,0.9559,0.0,0.8453,0.8453,0.0
nc_274,missing_punctuation,0.973,0.973,0.0,0.9766,0.9766,0.0
nc_275,merged_words,0.973,0.973,0.0,0.9011,0.9011,0.0
nc_276,split_words,0.9737,0.9737,0.0,0.9349,0.9349,0.0
nc_277,spelling_variation,1.0,1.0,0.0,1.0,1.0,0.0
nc_278,dropped_function_words,0.8919,0.8919,0.0,0.853,0.853,0.0
nc_279,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_280,mixed_noise,0.7297,0.7297,0.0,0.7206,0.7206,0.0
nc_281,missing_punctuation,0.9762,0.9762,0.0,0.9796,0.9796,0.0
nc_282,merged_words,0.9762,0.9762,0.0,0.914,0.914,0.0
nc_283,split_words,0.9767,0.9767,0.0,0.93,0.93,0.0
nc_284,spelling_variation,0.9524,0.9524,0.0,0.8919,0.8919,0.0
nc_285,dropped_function_words,0.8095,0.8095,0.0,0.7669,0.7669,0.0
nc_286,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_287,mixed_noise,0.8095,0.8095,0.0,0.6741,0.6741,0.0
nc_288,missing_punctuation,0.9821,0.9821,0.0,0.985,0.985,0.0
nc_289,merged_words,0.9821,0.9821,0.0,0.937,0.937,0.0
nc_290,split_words,0.9825,0.9825,0.0,0.9487,0.9487,0.0
nc_291,spelling_variation,0.9821,0.9821,0.0,0.9656,0.9656,0.0
nc_292,dropped_function_words,0.875,0.875,0.0,0.8396,0.8396,0.0
nc_293,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_294,mixed_noise,0.8929,0.8929,0.0,0.8301,0.8301,0.0
nc_295,missing_punctuation,0.9615,0.9615,0.0,0.9152,0.9152,0.0
nc_296,merged_words,0.9808,0.9808,0.0,0.9318,0.9318,0.0
nc_297,split_words,0.9811,0.9811,0.0,0.9444,0.9444,0.0
nc_298,spelling_variation,0.8654,0.8654,0.0,0.6802,0.6802,0.0
nc_299,dropped_function_words,1.0,1.0,0.0,1.0,1.0,0.0
nc_300,number_format_noise,0.9808,0.9808,0.0,0.9318,0.9318,0.0
nc_301,mixed_noise,0.9423,0.9423,0.0,0.8456,0.8456,0.0
nc_302,missing_punctuation,0.9623,0.9623,0.0,0.9169,0.9169,0.0
nc_303,merged_words,0.9811,0.9811,0.0,0.9332,0.9332,0.0
nc_304,split_words,0.9636,0.9636,0.0,0.8915,0.8915,0.0
nc_305,spelling_variation,0.9811,0.9811,0.0,0.9366,0.9366,0.0
nc_306,dropped_function_words,0.9434,0.9434,0.0,0.9174,0.9174,0.0
nc_307,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_308,mixed_noise,0.8113,0.8113,0.0,0.7401,0.7401,0.0
nc_309,missing_punctuation,0.9872,0.9872,0.0,0.9556,0.9556,0.0
nc_310,merged_words,0.9744,0.9744,0.0,0.911,0.911,0.0
nc_311,split_words,0.9873,0.9873,0.0,0.9638,0.9638,0.0
nc_312,spelling_variation,0.9872,0.9872,0.0,0.9756,0.9756,0.0
nc_313,dropped_function_words,0.8462,0.8462,0.0,0.8313,0.8313,0.0
nc_314,number_format_noise,1.0,1.0,0.0,1.0,1.0,0.0
nc_315,mixed_noise,0.9103,0.9103,0.0,0.7761,0.7761,0.0
