run_id,chem_id,section_no,source,roundtrip,edit_similarity,chrf,ok
run-1,015358,9,"외관: 자료없음
성상: 고체  (분말, 결정체) |   ※출처 : International Chemical Safety Cards (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
색상: 무색   |   ※출처 : NInternational Chemical Safety Cards (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
냄새: 무취   |   ※출처 : National Library of Medicine/Hazardous Substances Data Bank(NLM/HSDB)(http://toxnet.nlm.nih.gov/cgi-bin/sis/htmlgen?HSDB)
냄새역치: 자료없음
pH: 7   |   ※출처 : National Library of Medicine/Hazardous Substances Data Bank(NLM/HSDB)(http://toxnet.nlm.nih.gov/cgi-bin/sis/htmlgen?HSDB)
녹는점/어는점: 770~773 ℃  |   ※출처 : International Chemical Safety Cards (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
초기 끓는점과 끓는점 범위: 1407 ℃|   ※출처 : OECD Screening Information Data Set(http://cs3-hq.oecd.org/scripts/hpv/)
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: - / -
증기압: (5.73 hPa at 906 °C) |   ※출처 : OECD Screening Information Data Set(http://cs3-hq.oecd.org/scripts/hpv/)
용해도: 342000 ㎎/ℓ (at 20°C) |   ※출처 : OECD Screening Information Data Set(http://cs3-hq.oecd.org/scripts/hpv/)
증기밀도: 자료없음
비중: 1.98   |   ※출처 : International Chemical Safety Cards (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
n-옥탄올/물분배계수 (Kow): -0.46 |   ※출처 : OECD Screening Information Data Set(http://cs3-hq.oecd.org/scripts/hpv/)
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 74.55   |   ※출처 : OECD Screening Information Data Set(http://cs3-hq.oecd.org/scripts/hpv/)","외관: 자료없음
성상: 고체  (분말, 결정체) |   ※출처 : International Chemical Safety Car퍼 (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
색상: 무색   |   ※출처 : NInternational Chemical Safety Car퍼 (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
냄새: 무취   |   ※출처 : National Library of Medicine/⠴ㅅ{⠵⠁⠗피⠥⠎ Substanc머 Data Bank(NLM/HSDB)(http://toxnet.nlm.nih.gov/cgi-bin/sis/htmlg멭HSDB)
냄새역치: 자료없음
pH: 7   |   ※출처 : National Library of Medicine/⠴ㅅ{⠵⠁⠗피⠥⠎ Substanc머 Data Bank(NLM/HSDB)(http://toxnet.nlm.nih.gov/cgi-bin/sis/htmlg멭HSDB)
녹는점/어는점: 770~773 ℃  |   ※출처 : International Chemical Safety Car퍼 (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
초기 끓는점과 끓는점 범위: 1407 ℃|   ※출처 : OECD Scre메데ㅇ ⠴떼키⠗⠍⠁⠞디⠝ Data Set(http://⠴너3-hq.oecd.org/s내둬⠞⠎/hpv/)
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: - / -
증기압: (5.73 hPa at 906 °C) |   ※출처 : OECD Scre메데ㅇ ⠴떼키⠗⠍⠁⠞디⠝ Data Set(http://⠴너3-hq.oecd.org/s내둬⠞⠎/hpv/)
용해도: 342000 ㎎/ℓ (at 20°C) |   ※출처 : OECD Scre메데ㅇ ⠴떼키⠗⠍⠁⠞디⠝ Data Set(http://⠴너3-hq.oecd.org/s내둬⠞⠎/hpv/)
증기밀도: 자료없음
비중: 1.98   |   ※출처 : International Chemical Safety Car퍼 (ICSC)(http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/index.htm)
n-옥탄올/물분배계수 (Kow): -0.46 |   ※출처 : OECD Scre메데ㅇ ⠴떼키⠗⠍⠁⠞디⠝ Data Set(http://⠴너3-hq.oecd.org/s내둬⠞⠎/hpv/)
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 74.55   |   ※출처 : OECD Scre메데ㅇ ⠴떼키⠗⠍⠁⠞디⠝ Data Set(http://⠴너3-hq.oecd.org/s내둬⠞⠎/hpv/)",0.900447,0.862053,False
run-1,002741,5,"적절한(부적절한) 소화제: 이 물질과 관련된 소화시 알콜 포말, 이산화탄소 또는 물분무를 사용할 것|질식소화시 건조한 모래 또는 흙을 사용할 것
화학물질로부터 생기는 특정 유해성: 가열시 용기가 폭발할 수 있음|일부는 탈 수 있으나 쉽게 점화하지 않음|비인화성, 물질 자체는 타지 않으나 가열시 분해하여 부식성/독성 흄을 발생할 수 있음|화재시 자극성, 부식성, 독성 가스를 발생할 수 있음
화재진압시 착용할 보호구 및 예방조치: 구조자는 적절한 보호구를 착용하시오.|지역을 벗어나 안전거리를 유지하여 소화하시오|용융되어 운송될 수도 있으니 주의하시오|일부는 고온으로 운송될 수 있으니 주의하시오|소화수의 처분을 위해 도랑을 파서 가두고 물질이 흩어지지 않게 하시오|위험하지 않다면 화재지역에서 용기를 옮기시오|탱크 화재시 최대거리에서 소화하거나 무인 소화장비를 이용하시오|탱크 화재시 소화가 진화된 후에도 다량의 물로 용기를 식히시오|탱크 화재시 압력 방출장치에서 고음이 있거나 탱크가 변색할 경우 즉시 물러나시오|탱크 화재시 화염에 휩싸인 탱크에서 물러나시오|탱크 화재시 대규모 화재의 경우 무인 소화장비를 이용하고 불가능하다면 물러나 타게 놔두시오","적절한(부적절한) 소화제: 이 물질과 관련된 소화시 알콜 포말, 이산화탄소 또는 물분무를 사용할 것|질식소화시 건조한 모래 또는 흙을 사용할 것
화학물질로부터 생기는 특정 유해성: 가열시 용기가 폭발할 수 있음|일부는 탈 수 있으나 쉽게 점화하지 않음|비인화성, 물질 자체는 타지 않으나 가열시 분해하여 부식성/독성 흄을 발생할 수 있음|화재시 자극성, 부식성, 독성 가스를 발생할 수 있음
화재진압시 착용할 보호구 및 예방조치: 구조자는 적절한 보호구를 착용하시오.|지역을 벗어나 안전거리를 유지하여 소화하시오|용융되어 운송될 수도 있으니 주의하시오|일부는 고온으로 운송될 수 있으니 주의하시오|소화수의 처분을 위해 도랑을 파서 가두고 물질이 흩어지지 않게 하시오|위험하지 않다면 화재지역에서 용기를 옮기시오|탱크 화재시 최대거리에서 소화하거나 무인 소화장비를 이용하시오|탱크 화재시 소화가 진화된 후에도 다량의 물로 용기를 식히시오|탱크 화재시 압력 방출장치에서 고음이 있거나 탱크가 변색할 경우 즉시 물러나시오|탱크 화재시 화염에 휩싸인 탱크에서 물러나시오|탱크 화재시 대규모 화재의 경우 무인 소화장비를 이용하고 불가능하다면 물러나 타게 놔두시오",1.000000,1.000000,True
run-1,006261,10,"화학적 안정성 및 유해 반응의 가능성: 자료없음
피해야 할 조건: 자료없음
피해야 할 물질: 자료없음
분해시 생성되는 유해물질: 자료없음","화학적 안정성 및 유해 반응의 가능성: 자료없음
피해야 할 조건: 자료없음
피해야 할 물질: 자료없음
분해시 생성되는 유해물질: 자료없음",1.000000,1.000000,True
run-1,030451,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-1,029437,13,"폐기방법: 자료없음
폐기시 주의사항: 자료없음","폐기방법: 자료없음
폐기시 주의사항: 자료없음",1.000000,1.000000,True
run-1,005128,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음",1.000000,1.000000,True
run-1,017361,4,"눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음","눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음",1.000000,1.000000,True
run-1,006588,12,"어류: (자료없음)
갑각류: (자료없음)
조류: (자료없음)
잔류성: (해당없음)
분해성: (자료없음)
농축성: (자료없음)
생분해성: (자료없음)
토양이동성: (자료없음)
기타 유해 영향: 자료없음","어류: (자료없음)
갑각류: (자료없음)
조류: (자료없음)
잔류성: (해당없음)
분해성: (자료없음)
농축성: (자료없음)
생분해성: (자료없음)
토양이동성: (자료없음)
기타 유해 영향: 자료없음",1.000000,1.000000,True
run-1,038146,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-1,029853,12,"어류: 자료없음
갑각류: 자료없음
조류: 자료없음
잔류성: 자료없음
분해성: 자료없음
농축성: 자료없음
생분해성: 자료없음
토양이동성: 자료없음
기타 유해 영향: 자료없음","어류: 자료없음
갑각류: 자료없음
조류: 자료없음
잔류성: 자료없음
분해성: 자료없음
농축성: 자료없음
생분해성: 자료없음
토양이동성: 자료없음
기타 유해 영향: 자료없음",1.000000,1.000000,True
run-1,004360,3,"물질명: 9-안트라센메탄올(9-ANTHRACENEMETHANOL)
이명(관용명): 안트라신 메탄올(ANTRACENE METHANOL);
CAS 번호: 1468-95-7
함유량(%): 100%","물질명: 9-안트라센메탄올(9-ANTHRACENEMETHANOL)
이명(관용명): 안트라신 메탄올(ANTRACENE METHANOL);
CAS 번호: 1468-95-7
함유량(%): 100%",1.000000,1.000000,True
run-1,039091,1,"제품명: Oils, violet -
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음","제품명: Oils, violet -
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음",1.000000,1.000000,True
run-1,008899,16,"자료의 출처: 자료없음
최초작성일자: 자료없음
개정횟수: 자료없음
최종 개정일자: 자료없음
기타: 자료없음","자료의 출처: 자료없음
최초작성일자: 자료없음
개정횟수: 자료없음
최종 개정일자: 자료없음
기타: 자료없음",1.000000,1.000000,True
run-1,016086,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-1,043362,3,"물질명: Terpenes and Terpenoids, turpentine-oil, limonene fraction, polymd. -
CAS 번호: 141636-99-9
함유량(%): 100%","물질명: Terp메머 and Terpenoi퍼, turpentine-oil, limonene fraction, polymd. -
CAS 번호: 141636-99-9
함유량(%): 100%",0.943925,0.899336,False
run-1,043152,15,,,1.000000,1.000000,True
run-1,040240,12,"어류: 자료없음
갑각류: 자료없음
조류: 자료없음
잔류성: 자료없음
분해성: 자료없음
농축성: 자료없음
생분해성: 자료없음
토양이동성: 자료없음
기타 유해 영향: 자료없음","어류: 자료없음
갑각류: 자료없음
조류: 자료없음
잔류성: 자료없음
분해성: 자료없음
농축성: 자료없음
생분해성: 자료없음
토양이동성: 자료없음
기타 유해 영향: 자료없음",1.000000,1.000000,True
run-1,004559,7,"안전취급요령: 자료없음
안전한 저장방법: 자료없음","안전취급요령: 자료없음
안전한 저장방법: 자료없음",1.000000,1.000000,True
run-1,039854,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음",1.000000,1.000000,True
run-1,040407,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음",1.000000,1.000000,True
run-1,028029,5,"적절한(부적절한) 소화제: 소형 화재: 건조모래, 건조화학제, 내알콜포말, 물분무, 일반포말, CO2 (적절한 소화제)|대형 화재: 물분무/안개, 일반포말 (적절한 소화제)|고압주수 (부적절한 소화제)
화학물질로부터 생기는 특정 유해성: 열, 스파크, 화염에 의해 점화할 수 있음|가열시 용기가 폭발할 수 있음|일부는 탈 수 있으나 쉽게 점화하지 않음|화재시 자극성, 독성 가스를 발생할 수 있음|물질의 흡입은 유해할 수 있음|일부 액체는 현기증, 질식을 유발하는 증기는 발생할 수 있음
화재진압시 착용할 보호구 및 예방조치: 위험하지 않다면 화재지역에서 용기를 옮기시오
일부는 고온으로 운송될 수 있음
누출물은 오염을 유발할 수 있음
접촉 시 피부와 눈에 화상을 입힐 수 있음
소화수의 처분을 위해 도랑을 파서 가두고 물질이 흩어지지 않게 하시오
위험하지 않다면 화재지역에서 용기를 옮기시오
탱크 화재시 소화가 진화된 후에도 다량의 물로 용기를 식히시오
탱크 화재시 압력 방출장치에서 고음이 있거나 탱크가 변색할 경우 즉시 물러나시오
탱크 화재시 화염에 휩싸인 탱크에서 물러나시오","적절한(부적절한) 소화제: 소형 화재: 건조모래, 건조화학제, 내알콜포말, 물분무, 일반포말, CO2 (적절한 소화제)|대형 화재: 물분무/안개, 일반포말 (적절한 소화제)|고압주수 (부적절한 소화제)
화학물질로부터 생기는 특정 유해성: 열, 스파크, 화염에 의해 점화할 수 있음|가열시 용기가 폭발할 수 있음|일부는 탈 수 있으나 쉽게 점화하지 않음|화재시 자극성, 독성 가스를 발생할 수 있음|물질의 흡입은 유해할 수 있음|일부 액체는 현기증, 질식을 유발하는 증기는 발생할 수 있음
화재진압시 착용할 보호구 및 예방조치: 위험하지 않다면 화재지역에서 용기를 옮기시오
일부는 고온으로 운송될 수 있음
누출물은 오염을 유발할 수 있음
접촉 시 피부와 눈에 화상을 입힐 수 있음
소화수의 처분을 위해 도랑을 파서 가두고 물질이 흩어지지 않게 하시오
위험하지 않다면 화재지역에서 용기를 옮기시오
탱크 화재시 소화가 진화된 후에도 다량의 물로 용기를 식히시오
탱크 화재시 압력 방출장치에서 고음이 있거나 탱크가 변색할 경우 즉시 물러나시오
탱크 화재시 화염에 휩싸인 탱크에서 물러나시오",1.000000,1.000000,True
